,no,0:pixels,1:point-x,2:point-y,3:0x,4:x1,5:y0,6:y1,7:width,8:height,9:inv-oblate,10:S-length,11:L-length1,12:oblate,13:round,14:ellipsity,15:filling-ratio,16:outer-pixels,17:thickness,18:slenderness,19:wrap-count,20:outer-area,21:deg0,22:deg1,23:average,24:min-v,25:max-v,26:contrast1,27:ex-average,28:contrast2,29:contrast3,30:angle-angle,31:angle-centerX,32:angle-centerY,33:angle-radius,34:bestfit-maxdist,35:bestfit-mindist,36:bestfit-meandist,37:bestfit-rmsedist,38:line-angle,39:line-arc-angle,40:line-arc-centerX,41:line-arc-centerY,42:line-arc-radius,43:line-chord-length,44:line-endX,45:line-endY,46:line-endXY,47:line-length,48:line-positionX,49:line-positionXY,50:line-positionY,51:line-startX,52:line-startXY,53:line-startY,54:object-class,55:object-classname,56:object-parent,57:point-intensity,58:point-locationX,59:point-locationXY,60:point-locationY,61:region-area,62:axis-major,63:axis-minor,64:region-centerX,65:region-centerXY,66:region-centerY,67:region-direction,68:region-intensity,69:region-area-percent,70:region-perimeter
4006,4007,51,990,1215,983,996,1210,1219,14,10,25000,6,15,4000,2886,7730,3642,48,26,9,11,10,45,146,201,195,219,24,188,13,7,179.12864848232113,990,1215,178.83840274868092,15,6,10.5,9.486832980505138,34.69515353123397,34.69515353123397,990,1215,2.635571302995101,0,996,1219,1107.5,15.811388300841896,989.5,1102.0,1214.5,983,1096.5,1210,1,1,1,201,989.5,1102.0,1214.5,51,146,45,990,1102.5,1215,146,1,1,1
4007,4008,221,1253,1211,1245,1262,1203,1225,18,23,13529,17,23,7391,5319,7197,5338,142,36,20,17,15,169,79,211,195,255,60,184,27,11,170.03837156149925,1253,1211,52.277728682795704,23,17,20.0,19.77371993328519,52.30575953331083,52.30575953331083,1253,1211,4.659504246013,0,1262,1225,1243.5,27.80287754891569,1253.5,1233.75,1214.0,1245,1224.0,1203,1,1,1,211,1253.5,1233.75,1214.0,221,79,169,1253,1232.0,1211,79,1,1,1
4008,4009,31,1303,1219,1300,1308,1218,1223,9,6,18000,5,9,5555,4873,8771,5740,32,24,7,11,9,56,90,206,195,229,34,183,23,12,172.565209618297,1303,1219,37.284699142925156,9,5,7.0,6.708203932499369,32.005383208083494,32.005383208083494,1303,1219,1.5942336496002047,0,1308,1223,1265.5,9.433981132056603,1304.0,1262.25,1220.5,1300,1259.0,1218,1,1,1,206,1304.0,1262.25,1220.5,31,90,56,1303,1261.0,1219,90,1,1,1
4009,4010,52,1476,1224,1474,1479,1218,1230,6,13,21666,6,13,4615,3918,8488,6666,54,24,11,14,9,0,79,201,195,214,19,189,12,6,178.5692016405054,1476,1224,71.34570000493959,13,6,9.5,8.831760866327848,67.38013505195957,67.38013505195957,1476,1224,2.1721265421393547,0,1479,1230,1354.5,13.0,1476.5,1350.25,1224.0,1474,1346.0,1218,1,1,1,201,1476.5,1350.25,1224.0,52,79,0,1476,1350.0,1224,79,1,1,1
4010,4011,60,1731,1225,1728,1735,1218,1233,8,16,26666,6,16,3750,2984,7958,4687,66,23,14,15,9,158,68,194,185,223,38,177,17,8,170.80268520547915,1731,1225,45.706224139741096,16,6,11.0,9.797958971132712,64.98310652189998,64.98310652189998,1731,1225,2.7600075026438446,0,1735,1233,1484.0,16.55294535724685,1731.5,1478.5,1225.5,1728,1473.0,1218,1,1,1,194,1731.5,1478.5,1225.5,60,68,158,1731,1478.0,1225,68,1,1,1
4011,4012,36,1750,1222,1748,1753,1218,1227,6,10,16666,6,10,6000,4584,8488,6000,36,25,7,11,10,0,90,205,195,240,45,187,18,8,177.3675651310135,1750,1222,9.242820769036834,10,6,8.0,7.745966692414834,60.94539590092286,60.94539590092286,1750,1222,1.71718130830748,0,1753,1227,1490.0,10.295630140987,1750.5,1486.5,1222.5,1748,1483.0,1218,1,1,1,205,1750.5,1486.5,1222.5,36,90,0,1750,1486.0,1222,90,1,1,1
4012,4013,35,1786,1218,1784,1791,1212,1223,8,12,15000,8,12,6666,3095,5064,3645,70,15,23,17,5,0,56,193,185,215,30,175,18,10,6.134462721567763,1786,1218,191.70478697632475,12,8,10.0,9.797958971132712,57.52880770915151,57.52880770915151,1786,1218,2.232603855367039,0,1791,1223,1507.0,13.038404810405298,1787.5,1502.5,1217.5,1784,1498.0,1212,1,1,1,193,1787.5,1502.5,1217.5,35,56,0,1786,1502.0,1218,56,1,1,1
4013,4014,60,672,1222,668,678,1218,1230,11,13,13000,10,13,7692,4520,5876,4195,78,20,20,16,7,169,79,204,195,228,33,187,17,8,0.2057290243415102,672,1222,260.1678635508998,13,10,11.5,11.40175425099138,50.19442890773481,50.19442890773481,672,1222,2.60947570824873,0,678,1230,954.0,15.620499351813308,673.0,948.5,1224.0,668,943.0,1218,1,1,1,204,673.0,948.5,1224.0,60,79,169,672,947.0,1222,79,1,1,1
4014,4015,45,1119,1222,1117,1123,1217,1226,7,10,14285,7,10,7000,5730,9095,6428,40,27,7,11,11,0,56,200,185,230,45,178,22,7,179.8263769571629,1119,1222,129.5002525246728,10,7,8.5,8.366600265340756,56.309932474020215,56.309932474020215,1119,1222,1.8403365094378141,0,1123,1226,1174.5,10.816653826391969,1120.0,1170.75,1221.5,1117,1167.0,1217,1,1,1,200,1120.0,1170.75,1221.5,45,56,0,1119,1170.5,1222,56,1,1,1
4015,4016,102,1449,1223,1444,1458,1216,1231,15,16,17272,11,19,5789,3598,6366,4250,118,22,27,19,8,45,124,204,195,238,43,187,17,8,178.48375293062372,1449,1223,76.33944442856436,19,11,15.0,14.45683229480096,46.97493401088198,46.97493401088198,1449,1223,3.440653307639154,0,1458,1231,1344.5,20.518284528683193,1451.0,1337.25,1223.5,1444,1330.0,1216,1,1,1,204,1451.0,1337.25,1223.5,102,124,45,1449,1336.0,1223,124,1,1,1
4016,4017,71,1577,1220,1570,1585,1215,1225,16,11,17000,10,17,5882,3128,5795,4034,70,25,14,12,10,101,11,190,185,205,20,178,12,7,1.161021530035895,1577,1220,126.50638683124943,17,10,13.5,13.038404810405298,33.690067525979785,33.690067525979785,1577,1220,3.0060510665165388,0,1585,1225,1405.0,18.027756377319946,1577.5,1398.75,1220.0,1570,1392.5,1215,1,1,1,190,1577.5,1398.75,1220.0,71,11,101,1577,1398.5,1220,11,1,1,1
4017,4018,49,946,1222,942,952,1219,1226,11,8,13750,8,11,7272,5156,7090,5568,62,20,16,16,7,79,90,205,195,236,41,186,19,9,0.14862888717795825,946,1222,163.00148886750688,11,8,9.5,9.38083151964686,34.99202019855866,34.99202019855866,946,1222,2.0351837584879964,0,952,1226,1089.0,12.206555615733702,947.0,1084.75,1222.5,942,1080.5,1219,1,1,1,205,947.0,1084.75,1222.5,49,90,79,946,1084.0,1222,90,1,1,1
4018,4019,35,1293,1220,1290,1297,1217,1224,8,8,16000,5,8,6250,6963,11141,5468,36,24,8,13,9,135,90,209,195,234,39,187,22,8,179.56125401214172,1293,1220,145.83445176829028,8,5,6.5,6.324555320336759,45.0,45.0,1293,1220,1.6499158227686108,0,1297,1224,1260.5,9.899494936611665,1293.5,1257.0,1220.5,1290,1253.5,1217,1,1,1,209,1293.5,1257.0,1220.5,35,90,135,1293,1256.5,1220,90,1,1,1
4019,4020,30,1821,1221,1818,1826,1217,1226,9,10,18333,6,11,5454,3157,5787,3333,48,17,14,14,6,45,113,202,195,213,18,187,15,8,0.34522218444768477,1821,1221,319.50741713357024,11,6,8.5,8.12403840463596,48.366460663429805,48.366460663429805,1821,1221,2.0118446353109127,0,1826,1226,1526.0,12.041594578792296,1822.0,1521.75,1221.5,1818,1517.5,1217,1,1,1,202,1822.0,1521.75,1221.5,30,113,45,1821,1521.0,1221,113,1,1,1
4020,4021,295,432,1210,415,453,1194,1223,39,30,16800,25,42,5952,2129,3577,2521,368,21,88,27,8,124,23,203,195,235,40,187,16,8,26.95383864919211,432,1210,236.57622808067745,42,25,33.5,32.4037034920393,37.34934904464059,37.34934904464059,432,1210,8.007235521719073,0,453,1223,838.0,47.80167361086848,434.0,821.25,1208.5,415,804.5,1194,1,1,1,203,434.0,821.25,1208.5,295,23,124,432,821.0,1210,23,1,1,1
4021,4022,31,459,1224,458,462,1221,1228,5,8,16000,5,8,6250,6167,9868,7750,30,25,6,11,10,0,68,207,195,235,40,186,21,9,26.72821068235315,459,1224,47.2385997645965,8,5,6.5,6.324555320336759,60.25511870305778,60.25511870305778,459,1224,1.3603796100280634,0,462,1228,845.0,8.06225774829855,460.0,842.25,1224.5,458,839.5,1221,1,1,1,207,460.0,842.25,1224.5,31,68,0,459,841.5,1224,68,1,1,1
4022,4023,77,206,1221,198,213,1213,1228,16,16,21111,9,19,4736,2716,5733,3007,82,23,18,14,9,56,113,204,195,232,37,186,18,9,3.719340599530382,206,1221,46.515765926149754,19,9,14.0,13.076696830622021,45.0,45.0,206,1221,3.5355339059327378,0,213,1228,720.5,21.213203435596427,205.5,713.0,1220.5,198,705.5,1213,1,1,1,204,205.5,713.0,1220.5,77,113,56,206,713.5,1221,113,1,1,1
4023,4024,82,232,1223,225,239,1220,1228,15,9,16666,9,15,6000,4640,8286,6074,70,28,13,14,11,90,90,207,195,239,44,188,19,7,175.31481813472735,232,1223,71.0136349315935,15,9,12.0,11.61895003862225,29.74488129694222,29.74488129694222,232,1223,2.7030163954844224,0,239,1228,733.5,16.1245154965971,232.0,728.0,1224.0,225,722.5,1220,1,1,1,207,232.0,728.0,1224.0,82,90,90,232,727.5,1223,90,1,1,1
4024,4025,62,632,1221,627,640,1214,1230,14,17,18000,10,18,5555,2436,4934,2605,114,15,38,20,5,135,68,202,195,231,36,187,15,8,179.71352348972283,632,1221,69.8341666614584,18,10,14.0,13.416407864998739,50.906141113770495,50.906141113770495,632,1221,3.440653307639154,0,640,1230,935.0,20.615528128088304,633.5,927.75,1222.0,627,920.5,1214,1,1,1,202,633.5,927.75,1222.0,62,68,135,632,926.5,1221,68,1,1,1
4025,4026,33,651,1221,646,655,1217,1224,10,8,20000,5,10,5000,4202,8403,4125,38,22,9,12,8,56,90,200,195,219,24,189,11,6,178.02506598911788,651,1221,17.675284795213575,10,5,7.5,7.0710678118654755,37.874983651098205,37.874983651098205,651,1221,1.900520706238808,0,655,1224,939.5,11.40175425099138,650.5,935.5,1220.5,646,931.5,1217,1,1,1,200,650.5,935.5,1220.5,33,90,56,651,936.0,1221,90,1,1,1
4026,4027,45,738,1224,735,741,1219,1229,7,11,15714,7,11,6363,4735,7441,5844,50,23,11,13,9,0,90,190,185,203,18,180,10,5,177.97489456629052,738,1224,204.84202443326149,11,7,9.0,8.774964387392123,59.03624346792648,59.03624346792648,738,1224,1.9436506316151003,0,741,1229,985.0,11.661903789690601,738.0,981.0,1224.0,735,977.0,1219,1,1,1,190,738.0,981.0,1224.0,45,90,0,738,981.0,1224,90,1,1,1
4027,4028,31,1880,1223,1877,1884,1221,1227,8,7,15000,6,9,6666,4873,8223,5535,40,20,10,13,7,34,124,207,195,227,32,182,25,13,0.12458148426010358,1880,1223,447.00028942150647,9,6,7.5,7.3484692283495345,40.60129464500447,40.60129464500447,1880,1223,1.5437342541593948,0,1884,1227,1555.5,9.219544457292887,1880.5,1552.25,1224.0,1877,1549.0,1221,1,1,1,207,1880.5,1552.25,1224.0,31,124,34,1880,1551.5,1223,124,1,1,1
4028,4029,38,340,1221,335,347,1218,1225,13,8,21666,6,13,4615,2863,6720,3653,46,21,11,12,8,124,90,201,195,224,29,189,12,6,0.7082704791633063,340,1221,317.6725750188139,13,6,9.5,8.831760866327848,30.256437163529263,30.256437163529263,340,1221,2.315534940523975,0,347,1225,786.0,13.892443989449804,341.0,781.25,1221.5,335,776.5,1218,1,1,1,201,341.0,781.25,1221.5,38,90,124,340,780.5,1221,90,1,1,1
4029,4030,41,706,1226,703,711,1222,1232,9,11,13750,8,11,7272,4314,6525,4141,56,19,15,14,7,23,68,212,205,239,34,195,17,10,179.36237175587766,706,1226,126.83923620548153,11,8,9.5,9.38083151964686,51.34019174590991,51.34019174590991,706,1226,2.135041612651109,0,711,1232,971.5,12.806248474865697,707.0,967.0,1227.0,703,962.5,1222,1,1,1,212,707.0,967.0,1227.0,41,68,23,706,966.0,1226,68,1,1,1
4030,4031,31,1101,1227,1100,1104,1223,1231,5,9,18000,5,9,5555,4873,9868,6888,28,27,5,10,11,0,56,208,198,236,38,181,27,17,0.02102196165476378,1101,1227,180.83402739423218,9,5,7.0,6.708203932499369,63.43494882292201,63.43494882292201,1101,1227,1.5205176042696102,0,1104,1231,1167.5,8.94427190999916,1102.0,1164.5,1227.0,1100,1161.5,1223,1,1,1,208,1102.0,1164.5,1227.0,31,56,0,1101,1164.0,1227,56,1,1,1
4031,4032,52,411,1225,404,418,1221,1229,15,9,26666,6,16,3750,2586,6897,3851,64,21,15,14,8,79,146,206,195,236,41,187,19,8,0.16607425813012386,411,1225,259.5004830907728,16,6,11.0,9.797958971132712,29.74488129694222,29.74488129694222,411,1225,2.6874192494328497,0,418,1229,823.5,16.1245154965971,411.0,818.0,1225.0,404,812.5,1221,1,1,1,206,411.0,818.0,1225.0,52,146,79,411,818.0,1225,146,1,1,1
4032,4033,52,1278,1225,1274,1283,1221,1229,10,9,14285,7,10,7000,6621,9458,5777,44,28,8,12,11,56,90,192,185,208,23,177,15,8,178.83086067209257,1278,1225,152.66836716989522,10,7,8.5,8.366600265340756,41.6335393365702,41.6335393365702,1278,1225,2.009996414487538,0,1283,1229,1256.0,12.041594578792296,1278.5,1251.75,1225.0,1274,1247.5,1221,1,1,1,192,1278.5,1251.75,1225.0,52,90,56,1278,1251.5,1225,90,1,1,1
4033,4034,51,1327,1226,1324,1330,1221,1232,7,12,20000,6,12,5000,4509,9839,6071,44,28,8,12,11,169,90,202,195,220,25,189,13,6,177.06846964843209,1327,1226,40.68374814567345,12,6,9.0,8.48528137423857,61.38954033403479,61.38954033403479,1327,1226,2.089859304557445,0,1330,1232,1281.0,12.529964086141668,1327.0,1276.75,1226.5,1324,1272.5,1221,1,1,1,202,1327.0,1276.75,1226.5,51,90,169,1327,1276.5,1226,90,1,1,1
4034,4035,40,1522,1220,1516,1526,1216,1225,11,10,23333,6,14,4285,2598,6529,3636,56,19,15,14,7,45,124,201,195,218,23,188,13,7,1.379403549299938,1522,1220,157.18483281632425,14,6,10.0,9.16515138991168,41.98721249581666,41.98721249581666,1522,1220,2.269037798060138,0,1526,1225,1375.5,13.45362404707371,1521.0,1370.75,1220.5,1516,1366.0,1216,1,1,1,201,1521.0,1370.75,1220.5,40,124,45,1522,1371.0,1220,124,1,1,1
4035,4036,128,774,1225,766,784,1217,1233,19,17,12666,15,19,7894,4515,6391,3962,128,25,26,18,10,56,90,205,195,240,45,187,18,8,1.1993664482584523,774,1225,154.8476264411116,19,15,17.0,16.881943016134134,41.6335393365702,41.6335393365702,774,1225,4.019992828975076,0,784,1233,1008.5,24.08318915758459,775.0,1000.0,1225.0,766,991.5,1217,1,1,1,205,775.0,1000.0,1225.0,128,90,56,774,999.5,1225,90,1,1,1
4036,4037,30,955,1220,952,958,1215,1226,7,12,20000,6,12,5000,2653,5305,3571,48,17,14,13,6,158,56,198,195,207,12,187,11,8,177.9150644106603,955,1220,106.18109852092833,12,6,9.0,8.48528137423857,61.38954033403479,61.38954033403479,955,1220,2.089859304557445,0,958,1226,1092.0,12.529964086141668,955.0,1087.75,1220.5,952,1083.5,1215,1,1,1,198,955.0,1087.75,1220.5,30,56,158,955,1087.5,1220,56,1,1,1
4037,4038,62,1411,1224,1407,1416,1219,1234,10,16,16000,10,16,6250,3084,4934,3875,94,18,26,18,6,0,79,206,195,237,42,186,20,9,179.93810949141192,1411,1224,109.83789924997625,16,10,13.0,12.649110640673518,59.03624346792648,59.03624346792648,1411,1224,2.9305773541552997,0,1416,1234,1325.0,17.4928556845359,1411.5,1319.0,1226.5,1407,1313.0,1219,1,1,1,206,1411.5,1319.0,1226.5,62,79,0,1411,1317.5,1224,79,1,1,1
4038,4039,30,1614,1226,1612,1618,1222,1230,7,9,16666,6,10,6000,3820,7074,4761,42,19,11,13,7,158,45,202,195,214,19,190,12,5,179.63107580096423,1614,1226,82.66859307622555,10,6,8.0,7.745966692414834,53.13010235415598,53.13010235415598,1614,1226,1.6881650340819931,0,1618,1230,1424.0,10.0,1615.0,1420.5,1226.0,1612,1417.0,1222,1,1,1,202,1615.0,1420.5,1226.0,30,45,158,1614,1420.0,1226,45,1,1,1
4039,4040,115,1907,1227,1899,1916,1221,1235,18,15,13846,13,18,7222,4519,7509,4259,124,23,27,20,9,135,90,205,195,233,38,186,19,9,0.28350256212025254,1907,1227,148.50376818739792,18,13,15.5,15.297058540778355,39.472459848343824,39.472459848343824,1907,1227,3.6735990964653826,0,1916,1235,1575.5,22.02271554554524,1907.5,1567.75,1228.0,1899,1560.0,1221,1,1,1,205,1907.5,1567.75,1228.0,115,90,135,1907,1567.0,1227,90,1,1,1
4040,4041,35,1309,1222,1304,1315,1215,1227,12,13,20000,7,14,5000,2274,4547,2243,76,14,27,18,4,34,113,202,195,234,39,189,13,6,8.983271669634828,1309,1222,104.7391192160344,14,7,10.5,9.899494936611665,47.48955292199916,47.48955292199916,1309,1222,2.7354291571582134,0,1315,1227,1271.0,16.278820596099706,1309.5,1265.25,1221.0,1304,1259.5,1215,1,1,1,202,1309.5,1265.25,1221.0,35,113,34,1309,1265.5,1222,113,1,1,1
4041,4042,49,1339,1227,1334,1345,1224,1232,12,9,17142,7,12,5833,4333,8913,4537,50,24,10,13,9,68,90,205,195,224,29,185,20,10,8.674800952354719,1339,1227,53.57355046032692,12,7,9.5,9.16515138991168,36.02737338510361,36.02737338510361,1339,1227,2.273533595125326,0,1345,1232,1288.5,13.601470508735444,1339.5,1283.75,1228.0,1334,1279.0,1224,1,1,1,205,1339.5,1283.75,1228.0,49,90,68,1339,1283.0,1227,90,1,1,1
4042,4043,83,1048,1223,1041,1055,1219,1228,15,10,18750,8,15,5333,4697,8807,5533,62,31,10,13,13,68,90,217,205,235,30,197,20,8,0.554612865749411,1048,1223,130.50525918905464,15,8,11.5,10.954451150103322,32.7352262721076,32.7352262721076,1048,1223,2.7774305025568626,0,1055,1228,1141.5,16.64331697709324,1048.0,1135.75,1223.5,1041,1130.0,1219,1,1,1,217,1048.0,1135.75,1223.5,83,90,68,1048,1135.5,1223,90,1,1,1
4043,4044,95,1540,1225,1532,1551,1217,1232,20,16,22000,10,22,4545,2499,5760,2968,92,25,18,14,10,124,23,202,195,227,32,187,15,8,0.6628874061262489,1540,1225,259.6723472271547,22,10,16.0,14.832396974191326,38.29016319224307,38.29016319224307,1540,1225,4.05868555156501,0,1551,1232,1391.5,24.20743687382041,1541.5,1383.0,1224.5,1532,1374.5,1217,1,1,1,202,1541.5,1383.0,1224.5,95,23,124,1540,1382.5,1225,23,1,1,1
4044,4045,40,474,1233,473,477,1228,1239,5,12,24000,5,12,4166,3537,8488,6666,42,24,9,12,9,0,79,191,185,201,16,180,11,5,0.35916914394021754,474,1233,238.17740866126965,12,5,8.5,7.745966692414834,70.01689347810003,70.01689347810003,474,1233,1.9678705743486924,0,477,1239,858.0,11.704699910719626,475.0,854.25,1233.5,473,850.5,1228,1,1,1,191,475.0,854.25,1233.5,40,79,0,474,853.5,1233,79,1,1,1
4045,4046,97,837,1228,831,846,1224,1234,16,11,16000,10,16,6250,4824,8234,5511,78,29,13,15,12,113,90,218,205,251,46,194,24,11,0.9491918207522805,837,1228,179.83953781986466,16,10,13.0,12.649110640673518,33.690067525979785,33.690067525979785,837,1228,3.0046260628866577,0,846,1234,1040.0,18.027756377319946,838.5,1033.75,1229.0,831,1027.5,1224,1,1,1,218,838.5,1033.75,1229.0,97,90,113,837,1032.5,1228,90,1,1,1
4046,4047,74,121,1226,115,126,1218,1234,12,17,33333,6,20,3000,2355,8265,3627,74,25,15,14,10,23,124,191,185,206,21,179,12,6,0.764001692166874,121,1226,160.67250820958012,20,6,13.0,10.954451150103322,55.4914770123316,55.4914770123316,121,1226,3.238996855342767,0,126,1234,680.0,19.4164878389476,120.5,673.25,1226.0,115,666.5,1218,1,1,1,191,120.5,673.25,1226.0,74,124,23,121,673.5,1226,124,1,1,1
4047,4048,57,369,1230,366,375,1224,1235,10,12,17500,8,14,5714,3703,6978,4750,56,25,11,12,10,135,56,203,195,222,27,189,14,6,178.44077247117755,369,1230,116.50999521691608,14,8,11.0,10.583005244258363,50.71059313749964,50.71059313749964,369,1230,2.4197422680676706,0,375,1235,805.0,14.212670403551895,370.5,800.0,1229.5,366,795.0,1224,1,1,1,203,370.5,800.0,1229.5,57,56,135,369,799.5,1230,56,1,1,1
4048,4049,49,820,1225,815,825,1220,1232,11,13,20000,7,14,5000,3183,6856,3426,80,17,24,19,6,34,113,212,205,236,31,199,13,6,176.09432990076667,820,1225,81.01413527009547,14,7,10.5,9.899494936611665,50.19442890773481,50.19442890773481,820,1225,2.612232179818017,0,825,1232,1028.5,15.620499351813308,820.0,1023.0,1226.0,815,1017.5,1220,1,1,1,212,820.0,1023.0,1226.0,49,113,34,820,1022.5,1225,113,1,1,1
4049,4050,70,855,1227,849,862,1223,1233,14,11,14000,10,14,7142,4547,6856,4545,88,20,22,18,7,45,90,214,205,232,27,196,18,9,175.67584455459203,855,1227,10.887098031126554,14,10,12.0,11.832159566199232,37.568592028827496,37.568592028827496,855,1227,2.738441168036811,0,862,1233,1047.5,16.401219466856727,855.5,1041.75,1228.0,849,1036.0,1223,1,1,1,214,855.5,1041.75,1228.0,70,90,45,855,1041.0,1227,90,1,1,1
4050,4051,42,885,1231,881,889,1227,1236,9,10,18571,7,13,5384,3164,6366,4666,50,21,12,12,8,146,45,202,195,212,17,188,14,7,171.63633194883056,885,1231,54.71538938822124,13,7,10.0,9.539392014169456,48.366460663429805,48.366460663429805,885,1231,2.009996414487538,0,889,1236,1062.5,12.041594578792296,885.0,1058.25,1231.5,881,1054.0,1227,1,1,1,202,885.0,1058.25,1231.5,42,45,146,885,1058.0,1231,45,1,1,1
4051,4052,91,1183,1227,1178,1191,1221,1233,14,13,12500,12,15,8000,5150,6897,5000,98,23,21,18,9,101,23,208,195,244,49,187,21,8,0.8666323897081556,1183,1227,245.33809133412683,15,12,13.5,13.416407864998739,42.70938995736147,42.70938995736147,1183,1227,2.968374945984442,0,1191,1233,1212.0,17.69180601295413,1184.5,1205.75,1227.0,1178,1199.5,1221,1,1,1,208,1184.5,1205.75,1227.0,91,23,101,1183,1205.0,1227,23,1,1,1
4052,4053,88,9,1225,1,16,1219,1232,16,14,13333,12,16,7500,4377,6225,3928,108,21,26,19,8,146,90,184,175,226,51,168,16,7,0.15909209641750155,9,1225,381.6688173728192,16,12,14.0,13.856406460551018,40.91438322002513,40.91438322002513,9,1225,3.316582489435278,0,16,1232,624.0,19.849433241279208,8.5,617.0,1225.5,1,610.0,1219,1,1,1,184,8.5,617.0,1225.5,88,90,146,9,617.0,1225,90,1,1,1
4053,4054,32,1125,1230,1120,1129,1226,1234,10,9,14285,7,10,7000,4074,6467,3555,58,16,18,17,5,124,90,193,185,216,31,177,16,8,179.95789012758226,1125,1230,230.5021788855412,10,7,8.5,8.366600265340756,41.6335393365702,41.6335393365702,1125,1230,2.009996414487538,0,1129,1234,1181.5,12.041594578792296,1124.5,1177.25,1230.0,1120,1173.0,1226,1,1,1,193,1124.5,1177.25,1230.0,32,90,124,1125,1177.5,1230,90,1,1,1
4054,4055,41,1392,1231,1387,1397,1227,1236,11,10,14444,9,13,6923,3089,5273,3727,74,16,23,16,5,101,45,211,205,226,21,195,16,10,167.4046531400634,1392,1231,51.496342729373275,13,9,11.0,10.816653826391969,41.98721249581666,41.98721249581666,1392,1231,2.245698674883054,0,1397,1236,1316.5,13.45362404707371,1392.0,1311.75,1231.5,1387,1307.0,1227,1,1,1,211,1392.0,1311.75,1231.5,41,45,101,1392,1311.5,1231,45,1,1,1
4055,4056,164,1433,1222,1426,1443,1213,1233,18,21,12941,17,22,7727,4314,5849,4338,196,21,47,25,8,11,113,204,195,227,32,187,17,8,166.2617772266622,1433,1222,77.34910841792366,22,17,19.5,19.339079605813716,49.635463426902646,49.635463426902646,1433,1222,4.377970499718314,0,1443,1233,1338.0,26.248809496813376,1434.5,1328.75,1223.0,1426,1319.5,1213,1,1,1,204,1434.5,1328.75,1223.0,164,113,11,1433,1327.5,1222,113,1,1,1
4056,4057,61,1855,1232,1850,1861,1226,1237,12,12,17500,8,14,5714,3963,7468,4236,72,21,17,16,8,135,56,202,195,225,30,189,13,6,1.6944959543885831,1855,1232,98.68690132248993,14,8,11.0,10.583005244258363,45.0,45.0,1855,1232,2.6034165586355513,0,1861,1237,1549.0,15.556349186104045,1855.5,1543.5,1231.5,1850,1538.0,1226,1,1,1,202,1855.5,1543.5,1231.5,61,56,135,1855,1543.5,1232,56,1,1,1
4057,4058,46,1685,1233,1681,1690,1227,1237,10,11,13333,9,12,7500,4067,5916,4181,62,19,16,14,7,169,113,204,195,239,44,184,20,11,179.25976908992482,1685,1233,265.17302120063124,12,9,10.5,10.392304845413264,48.01278750418334,48.01278750418334,1685,1233,2.269037798060138,0,1690,1237,1463.5,13.45362404707371,1685.5,1458.75,1232.0,1681,1454.0,1227,1,1,1,204,1685.5,1458.75,1232.0,46,113,169,1685,1459.0,1233,113,1,1,1
4058,4059,125,264,1223,255,271,1213,1233,17,21,16923,13,22,5909,3288,5565,3501,130,24,27,18,9,23,101,210,195,241,46,184,26,11,176.36178414199813,264,1223,275.23371406633123,22,13,17.5,16.911534525287763,51.34019174590991,51.34019174590991,264,1223,4.276696610467902,0,271,1233,752.0,25.612496949731394,263.0,743.0,1223.0,255,734.0,1213,1,1,1,210,263.0,743.0,1223.0,125,101,23,264,743.5,1223,101,1,1,1
4059,4060,51,34,1236,28,39,1233,1241,12,9,20000,7,14,5000,3313,7136,4722,52,24,11,12,9,79,146,197,185,223,38,176,21,9,3.148726298454088,34,1236,149.0613085594749,14,7,10.5,9.899494936611665,36.02737338510361,36.02737338510361,34,1236,2.296545290727474,0,39,1241,640.0,13.601470508735444,33.5,635.25,1237.0,28,630.5,1233,1,1,1,197,33.5,635.25,1237.0,51,146,79,34,635.0,1236,146,1,1,1
4060,4061,42,698,1235,694,702,1233,1238,9,6,16666,6,10,6000,5348,9903,7777,36,28,6,11,11,90,23,216,205,238,33,195,21,10,179.89677750055174,698,1235,261.83428573488294,10,6,8.0,7.745966692414834,32.005383208083494,32.005383208083494,698,1235,1.5786893258332633,0,702,1238,970.0,9.433981132056603,698.0,966.75,1235.5,694,963.5,1233,1,1,1,216,698.0,966.75,1235.5,42,23,90,698,966.5,1235,23,1,1,1
4061,4062,38,1605,1232,1600,1609,1227,1236,10,10,12500,8,10,8000,4838,6720,3800,50,20,13,13,7,34,90,201,195,220,25,189,12,6,0.07782372088375715,1605,1232,322.1678184522605,10,8,9.0,8.94427190999916,45.0,45.0,1605,1232,2.1213203435596424,0,1609,1236,1422.5,12.727922061357855,1604.5,1418.0,1231.5,1600,1413.5,1227,1,1,1,201,1604.5,1418.0,1231.5,38,90,34,1605,1418.5,1232,90,1,1,1
4062,4063,116,579,1234,574,589,1227,1241,16,15,12142,14,17,8235,5111,6594,4833,90,30,15,14,12,101,34,208,195,237,42,188,20,7,0.8538802495026881,579,1234,200.67120473662112,17,14,15.5,15.427248620541512,43.025065989118026,43.025065989118026,579,1234,3.468146813796055,0,589,1241,915.0,20.518284528683193,581.5,907.75,1234.0,574,900.5,1227,1,1,1,208,581.5,907.75,1234.0,116,34,101,579,906.5,1234,34,1,1,1
